# cube-light calibration samples
# format: ledIndex,x,y,z   (x,y,z each 0..9)
# (0,0,0) = the corner of the cube you call the origin; pick once and stick with it
0,0,0,9
1,0,0,8
2,0,0,7
3,0,0,6
4,0,0,5
5,0,0,4
6,0,0,3
7,0,0,2
8,0,0,1
9,0,0,0
10,1,0,0
18,1,0,8
19,1,0,9
108,9,1,1
109,9,1,0
110,8,1,0
111,8,1,1
112,8,1,2
243,4,2,6
448,4,4,1
449,4,4,0
